,comments,attack_object_id,attack_object_name,references,tags,capability_description,capability_id,mapping_type,score_category,score_value,related_score,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
52,"Often used by adversaries to compromise sensitive data, Palo Alto Network's spyware signatures is able to detect data exfiltration attempts over command and control communications.

Although there are ways an attacker could still exfiltrate data from a compromised system, this technique was scored as significant based on  Palo Alto Network's advanced threat detection technology which constantly updates to detect against the latest known variations of these attacks.",T1020,Automated Exfiltration,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",Cloud IDS,Cloud IDS,technique-scores,Detect,Significant,,Cloud IDS,,05/11/2022,05/11/2022,10,enterprise,gcp,
53,"Often used by adversaries to gain access to a system, Palo Alto Network's vulnerability signature is able to detect multiple repetitive occurrences of a condition in a particular time that could indicate a brute force attack (e.g., failed logins).

Although there are ways an attacker could brute force a system while avoiding detection, this technique was scored as significant based on Palo Alto Network's advanced threat detection technology which constantly updates to detect against the latest known variations of these attacks.",T1110,Brute Force,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",Cloud IDS,Cloud IDS,technique-scores,Detect,Significant,,Cloud IDS,,05/11/2022,05/11/2022,10,enterprise,gcp,
54,"Often used by adversaries to affect availability and deprive legitimate user access, Palo Alto Network's vulnerability signatures are able to detect denial-of-service (DoS) attacks that attempt to render a target system unavailable by flooding the resources with traffic.

This technique was scored as significant based on  Palo Alto Network's advanced threat detection technology which constantly updates to detect against a variety of denial-of-service attacks.",T1499,Endpoint Denial of Service,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",Cloud IDS,Cloud IDS,technique-scores,Detect,Significant,,Cloud IDS,,05/11/2022,05/11/2022,10,enterprise,gcp,
55,"Often used by adversaries to affect availability and deprive legitimate user access, Palo Alto Network's vulnerability signatures are able to detect denial-of-service (DoS) attacks that attempt to crash a target system by flooding it with application traffic.

This was scored as minimal because there are other ways adversaries could

This technique was scored as significant based on  Palo Alto Network's advanced threat detection technology which constantly updates to detect against variations of these cyber-attacks.",T1499.003,Application Exhaustion Flood,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",Cloud IDS,Cloud IDS,technique-scores,Detect,Significant,,Cloud IDS,,05/11/2022,05/11/2022,10,enterprise,gcp,
56,"Often used by adversaries to take advantage of software weaknesses in web applications, Palo Alto Network's vulnerability signatures are able to detect SQL-injection attacks that attempt to read or modify a system database using common web hacking techniques (e.g., OWASP top 10).

Although there are ways an attacker could leverage web application weaknesses to affect the sensitive data and databases, this technique was scored as significant based on Palo Alto Network's advanced threat detection technology which constantly updates to detect against the latest known variations of these attacks.",T1190,Exploit Public-Facing Application,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",Cloud IDS,Cloud IDS,technique-scores,Detect,Significant,,Cloud IDS,,05/11/2022,05/11/2022,10,enterprise,gcp,
57,"Often used by adversaries to gain access to a system, Palo Alto Network's vulnerability signatures are able to detect when a user attempts to connect to a malicious site with a phishing kit landing page.

Although there are other ways an adversary could attempt a phishing attack, this technique was scored as significant based on Palo Alto Network's advanced threat detection technology which constantly updates to detect against variations of these cyber-attacks.",T1566.002,Spearphishing Link,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",Cloud IDS,Cloud IDS,technique-scores,Detect,Significant,,Cloud IDS,,05/11/2022,05/11/2022,10,enterprise,gcp,
58,"Often used by adversaries to establish persistence, Palo Alto Network's antivirus signatures is able to detect malware found in executables and Microsoft Office add-ins.

Although there are ways an attacker could deliver a malicious file, this technique was scored as significant based on Palo Alto Network's advanced threat detection technology which constantly updates to detect against the latest known variations of these attacks.",T1137.006,Add-ins,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",Cloud IDS,Cloud IDS,technique-scores,Detect,Significant,,Cloud IDS,,05/11/2022,05/11/2022,10,enterprise,gcp,
59,"Often used by adversaries to establish persistence, Palo Alto Network's antivirus signatures is able to detect malware found in executables and Microsoft Office templates

Although there are ways an attacker could deliver a malicious template, this technique was scored as significant based on Palo Alto Network's advanced threat detection technology which constantly updates to detect against the latest known variations of these attacks.",T1137.001,Office Template Macros,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",Cloud IDS,Cloud IDS,technique-scores,Detect,Significant,,Cloud IDS,,05/11/2022,05/11/2022,10,enterprise,gcp,
60,"Resource Manager can easily modify your Cloud Identity and Access Management policies for your organization and folders, and the changes will apply across all the projects and resources. Create and manage IAM access control policies for your organization and projects. This control may prevent adversaries that try to discover resources by placing a limit on discovery of these resources with least privilege.",T1580,Cloud Infrastructure Discovery,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",ResourceManager,ResourceManager,technique-scores,Protect,Significant,,ResourceManager,,05/11/2022,05/11/2022,10,enterprise,gcp,
61,GCP allows configuration of account policies to enable logging and IAM permissions and roles that may detect compromised user attempts to discover infrastructure and resources.,T1580,Cloud Infrastructure Discovery,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",ResourceManager,ResourceManager,technique-scores,Detect,Minimal,,ResourceManager,,05/11/2022,05/11/2022,10,enterprise,gcp,
62,An adversary may disable cloud logging capabilities and integrations to limit what data is collected on their activities and avoid detection. GCP allows configuration of account policies to enable logging and IAM permissions and roles to determine your ability to access audit logs data in Google Cloud resources.,T1562,Impair Defenses,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",ResourceManager,ResourceManager,technique-scores,Protect,Partial,,ResourceManager,,05/11/2022,05/11/2022,10,enterprise,gcp,
63,"This control adopts the security principle of least privilege, which grants necessary access to user's resources when justified and needed. This control manages access control and ensures proper user permissions are in place to prevent adversaries that try to modify and/or disable firewall.

",T1562.007,Disable or Modify Cloud Firewall,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",ResourceManager,ResourceManager,technique-scores,Protect,Partial,,ResourceManager,,05/11/2022,05/11/2022,10,enterprise,gcp,
64,An adversary may disable cloud logging capabilities and integrations to limit what data is collected on their activities and avoid detection. GCP allows configuration of account policies to enable logging and IAM permissions and roles to determine your ability to access audit logs data in Google Cloud resources.,T1562.007,Disable or Modify Cloud Firewall,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",ResourceManager,ResourceManager,technique-scores,Detect,Partial,,ResourceManager,,05/11/2022,05/11/2022,10,enterprise,gcp,
