,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,score_category,score_value,related_score,group,status,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
52,This control's detection is specific to a minority of this technique's sub-techniques resulting in a Minimal Coverage score and consequently an overall score of Minimal.,T1564,Hide Artifacts,"['https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction', 'https://docs.microsoft.com/en-us/azure/security-center/alerts-reference#alerts-windows']",Alerts for Windows Machines,Alerts for Windows Machines,technique_scores,detect,minimal,,Alerts for Windows Machines,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
53,"This control may detect usage of the WindowPosition Registry value to hide application windows in non-visible sections of the desktop. The following alerts may be generated: ""Suspicious WindowPosition registry value detected"".",T1564.003,Hidden Window,[],Alerts for Windows Machines,Alerts for Windows Machines,technique_scores,detect,partial,T1564,Alerts for Windows Machines,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
54,This control's detection is specific to a minority of this technique's sub-techniques resulting in a Minimal Coverage score and consequently an overall score of Minimal.,T1562,Impair Defenses,"['https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction', 'https://docs.microsoft.com/en-us/azure/security-center/alerts-reference#alerts-windows']",Alerts for Windows Machines,Alerts for Windows Machines,technique_scores,detect,minimal,,Alerts for Windows Machines,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
55,"This control may detect modification of the Windows firewall through use of netsh.exe or using a method that matches a known threat actor. The following alerts may be generated: ""Malicious firewall rule created by ZINC server implant [seen multiple times]"", ""Detected suspicious new firewall rule"".",T1562.004,Disable or Modify System Firewall,[],Alerts for Windows Machines,Alerts for Windows Machines,technique_scores,detect,partial,T1562,Alerts for Windows Machines,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
56,"This control may detect when critical services have been disabled, such as Windows Security Center. This control may also detect when IIS logging has been disabled. The  following alerts may be generated: ""Detected the disabling of critical services"", ""Detected actions indicative of disabling and deleting IIS log files"".",T1562.001,Disable or Modify Tools,[],Alerts for Windows Machines,Alerts for Windows Machines,technique_scores,detect,partial,T1562,Alerts for Windows Machines,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
57,This control's detection is specific to a minority of this technique's sub-techniques and procedure examples  resulting in a Minimal Coverage score and consequently an overall score of Minimal.,T1070,Indicator Removal on Host,"['https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction', 'https://docs.microsoft.com/en-us/azure/security-center/alerts-reference#alerts-windows']",Alerts for Windows Machines,Alerts for Windows Machines,technique_scores,detect,minimal,,Alerts for Windows Machines,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
58,"This control may detect suspicious file cleanup commands and shadow copy deletion activity. The following alerts may be generated: ""Detected suspicious file cleanup commands"", ""Suspicious Volume Shadow Copy Activity"".",T1070.004,File Deletion,[],Alerts for Windows Machines,Alerts for Windows Machines,technique_scores,detect,partial,T1070,Alerts for Windows Machines,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
59,"This control may detect when an event log has been cleared or IIS logs have been deleted. The following alerts may be generated: ""Detected actions indicative of disabling and deleting IIS log files"", ""An event log was cleared"".",T1070.001,Clear Windows Event Logs,[],Alerts for Windows Machines,Alerts for Windows Machines,technique_scores,detect,partial,T1070,Alerts for Windows Machines,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
60,"This control may detect several methods used to modify the registry for purposes of persistence, privilege elevation, and execution. The following alerts may be generated: ""Detected change to a registry key that can be abused to bypass UAC"", ""Detected enabling of the WDigest UseLogonCredential registry key"", ""Detected suppression of legal notice displayed to users at logon"", ""Suspicious WindowPosition registry value detected"", ""Windows registry persistence method detected"".",T1112,Modify Registry,"['https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction', 'https://docs.microsoft.com/en-us/azure/security-center/alerts-reference#alerts-windows']",Alerts for Windows Machines,Alerts for Windows Machines,technique_scores,detect,partial,,Alerts for Windows Machines,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
61,"This control may detect usage of VBScript.Encode and base-64 encoding to obfuscate malicious commands and scripts. The following alerts may be generated: ""Detected suspicious execution of VBScript.Encode command"", ""Detected encoded executable in command line data"".",T1027,Obfuscated Files or Information,"['https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction', 'https://docs.microsoft.com/en-us/azure/security-center/alerts-reference#alerts-windows']",Alerts for Windows Machines,Alerts for Windows Machines,technique_scores,detect,minimal,,Alerts for Windows Machines,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
62,This control's detection is specific to a minority of this technique's sub-techniques resulting in a Minimal Coverage score and consequently an overall score of Minimal.,T1218,Signed Binary Proxy Execution,"['https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction', 'https://docs.microsoft.com/en-us/azure/security-center/alerts-reference#alerts-windows']",Alerts for Windows Machines,Alerts for Windows Machines,technique_scores,detect,minimal,,Alerts for Windows Machines,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
63,"This control may detect suspicious usage of Mshta to execute PowerShell and suspicious Rundll32 execution. The following alerts may be generated: ""Detected suspicious execution via rundll32.exe"", ""Detected suspicious combination of HTA and PowerShell"".",T1218.005,Mshta,[],Alerts for Windows Machines,Alerts for Windows Machines,technique_scores,detect,partial,T1218,Alerts for Windows Machines,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
64,"This control may detect suspicious usage of Mshta to execute PowerShell and suspicious Rundll32 execution. The following alerts may be generated: ""Detected suspicious execution via rundll32.exe"", ""Detected suspicious combination of HTA and PowerShell"".",T1218.011,Rundll32,[],Alerts for Windows Machines,Alerts for Windows Machines,technique_scores,detect,partial,T1218,Alerts for Windows Machines,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
65,This control provides detection for some of this technique's sub-techniques and procedure examples resulting  in a Partial Coverage score and consequently an overall score of Partial.,T1110,Brute Force,"['https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction', 'https://docs.microsoft.com/en-us/azure/security-center/alerts-reference#alerts-windows']",Alerts for Windows Machines,Alerts for Windows Machines,technique_scores,detect,partial,,Alerts for Windows Machines,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
66,"This control may detect successful and failed brute force attempts with logic that factors the IP, time between attempts, and other suspicious activity. The following alerts may be generated: ""A logon from a malicious IP has been detected"", ""A logon from a malicious IP has been detected. [seen multiple times]"", ""Successful brute force attack"", ""Suspicious authentication activity"".",T1110.003,Password Spraying,[],Alerts for Windows Machines,Alerts for Windows Machines,technique_scores,detect,significant,T1110,Alerts for Windows Machines,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
67,"This control may detect successful and failed brute force attempts with logic that factors the IP, time between attempts, and other suspicious activity. The following alerts may be generated: ""A logon from a malicious IP has been detected"", ""A logon from a malicious IP has been detected. [seen multiple times]"", ""Successful brute force attack"", ""Suspicious authentication activity"".",T1110.001,Password Guessing,[],Alerts for Windows Machines,Alerts for Windows Machines,technique_scores,detect,significant,T1110,Alerts for Windows Machines,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
68,"This control may detect successful and failed brute force attempts with logic that factors the IP, time between attempts, and other suspicious activity. The following alerts may be generated: ""A logon from a malicious IP has been detected"", ""A logon from a malicious IP has been detected. [seen multiple times]"", ""Successful brute force attack"", ""Suspicious authentication activity"".",T1110.004,Credential Stuffing,[],Alerts for Windows Machines,Alerts for Windows Machines,technique_scores,detect,significant,T1110,Alerts for Windows Machines,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
