,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,score_category,score_value,related_score,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version,mapping_framework_version_schema
404,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block the sources of smaller-scale network denial of service attacks. While AWS Network Firewall supports both all sub-techniques (2 of 2), this mapping is given a score of Minimal because often times it is necessary to block the traffic at an Internet Service Provider or Content Provider Network level. ",T1498,Network Denial of Service,['https://docs.aws.amazon.com/network-firewall/latest/developerguide/what-is-aws-network-firewall.html'],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,minimal,,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
405,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block the sources of smaller-scale network denial of service attacks. This mapping is given a score of Minimal because often times it is necessary to block the traffic at an Internet Service Provider or Content Provider Network level. ",T1498.001,Direct Network Flood,[],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,minimal,T1498,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
406,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block the sources of smaller-scale network denial of service attacks. This mapping is given a score of Minimal because often times it is necessary to block the traffic at an Internet Service Provider or Content Provider Network level. ",T1498.002,Reflection Amplification,[],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,minimal,T1498,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
407,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block malicious or unwanted traffic leveraging non-application layer protocols. Given this, the mapping is given a score of Significant.",T1095,Non-Application Layer Protocol,['https://docs.aws.amazon.com/network-firewall/latest/developerguide/what-is-aws-network-firewall.html'],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,significant,,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
408,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block traffic from known bad IP addresses and domains which could protect against protocol tunneling by adversaries. This mapping is given a score of partial because it only blocks known bad IP addresses and domains and does not protect against unknown ones.",T1572,Protocol Tunneling,['https://docs.aws.amazon.com/network-firewall/latest/developerguide/what-is-aws-network-firewall.html'],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,partial,,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
409,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block traffic from known bad IP addresses and to known bad domains that serve as proxies for adversaries. This mapping is given a score of partial because it only supports a subset of the sub-techniques (2 of 4) and because it only blocks known bad IP addresses and domains and does not protect against unknown ones.",T1090,Proxy,['https://docs.aws.amazon.com/network-firewall/latest/developerguide/what-is-aws-network-firewall.html'],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,partial,,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
410,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block traffic from known bad IP addresses and to known bad domains that serve as proxies for adversaries. This mapping is given a score of partial because it only blocks known bad IP addresses and domains and does not protect against unknown ones.",T1090.002,External Proxy,[],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,partial,T1090,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
411,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block traffic from known bad IP addresses and to known bad domains that serve as proxies for adversaries. This mapping is given a score of partial because it only blocks known bad IP addresses and domains and does not protect against unknown ones.",T1090.003,Multi-hop Proxy,[],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,partial,T1090,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
412,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to only allow remote access software from trusted hosts (i.e., only allow remote access traffic from certain hosts). This mapping is given a score of Partial because even though it can restrict remote access software traffic from untrusted hosts, it cannot protect against an adversary using a trusted host that is permitted to use remote access software as part of an attack.",T1219,Remote Access Software,['https://docs.aws.amazon.com/network-firewall/latest/developerguide/what-is-aws-network-firewall.html'],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,partial,,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
413,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to only allow remote services from trusted hosts (i.e., only allow remote access traffic from certain hosts). This mapping is given a score of Partial because even though it can restrict remote services traffic from untrusted hosts for most of the sub-techniques (5 of 6), it cannot protect against an adversary using a trusted host that is permitted to use remote services as part of an attack.",T1021,Remote Services,['https://docs.aws.amazon.com/network-firewall/latest/developerguide/what-is-aws-network-firewall.html'],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,partial,,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
414,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to only allow remote services from trusted hosts (i.e., only allow remote access traffic from certain hosts). This mapping is given a score of Partial because even though it can restrict remote services traffic from untrusted hosts, it cannot protect against an adversary using a trusted host that is permitted to use remote services as part of an attack.",T1021.001,Remote Desktop Protocol,[],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,partial,T1021,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
415,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to only allow remote services from trusted hosts (i.e., only allow remote access traffic from certain hosts). This mapping is given a score of Partial because even though it can restrict remote services traffic from untrusted hosts, it cannot protect against an adversary using a trusted host that is permitted to use remote services as part of an attack.",T1021.002,SMB/Windows Admin Shares,[],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,partial,T1021,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
416,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to only allow remote services from trusted hosts (i.e., only allow remote access traffic from certain hosts). This mapping is given a score of Partial because even though it can restrict remote services traffic from untrusted hosts, it cannot protect against an adversary using a trusted host that is permitted to use remote services as part of an attack.",T1021.004,SSH,[],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,partial,T1021,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
